ts_ns,syscall,proc_name,tid,evt_cpu,label
1780278310331521481,clock_gettime,node,170295,1,0
1780278310331525262,clock_gettime,node,170295,1,0
1780278310331525938,clock_gettime,node,170295,1,0
1780278310331605325,getrusage,node,170295,1,0
1780278310331618330,getrusage,node,170295,1,0
1780278310331732783,futex,node,170295,1,0
1780278310331739092,futex,node,170295,1,0
1780278310331740972,switch,node,170295,1,0
1780278310331743798,futex,node,170303,1,0
1780278310331755878,futex,node,170303,1,0
1780278310331760337,switch,node,170303,1,0
1780278310331762645,futex,node,170295,1,0
1780278310331765053,futex,node,170295,1,0
1780278310331766108,switch,node,170295,1,0
1780278310331767372,futex,node,170303,1,0
1780278310331779929,open,node,170303,1,0
1780278310331839036,open,node,170303,1,0
1780278310331841873,fcntl,node,170303,1,0
1780278310331846390,fcntl,node,170303,1,0
1780278310331848689,write,node,170303,1,0
1780278310331855196,write,node,170303,1,0
1780278310331857644,futex,node,170303,1,0
1780278310331860370,switch,node,170303,1,0
1780278310331872221,futex,node,170295,1,0
1780278310331887566,futex,node,170295,1,0
1780278310331892223,clock_gettime,node,170295,1,0
1780278310331893427,clock_gettime,node,170295,1,0
1780278310331967392,open,node,170295,1,0
1780278310331978704,open,node,170295,1,0
1780278310331980943,read,node,170295,1,0
1780278310331999064,futex,node,170302,0,0
1780278310332001501,read,node,170295,1,0
1780278310332004357,close,node,170295,1,0
1780278310332011791,close,node,170295,1,0
1780278310332011791,open,node,170302,0,0
1780278310332045723,open,node,170302,0,0
1780278310332048002,fcntl,node,170302,0,0
1780278310332050599,fcntl,node,170302,0,0
1780278310332054768,getdents64,node,170302,0,0
1780278310332074311,getdents64,node,170302,0,0
1780278310332082212,getdents64,node,170302,0,0
1780278310332083248,getdents64,node,170302,0,0
1780278310332084481,close,node,170302,0,0
1780278310332087576,close,node,170302,0,0
1780278310332099039,futex,node,170302,0,0
1780278310332101118,clock_gettime,node,170295,1,0
1780278310332101118,clock_gettime,node,170295,1,0
1780278310332105298,epoll_wait,node,170295,1,0
1780278310332108163,epoll_wait,node,170295,1,0
1780278310332109765,clock_gettime,node,170295,1,0
1780278310332109765,clock_gettime,node,170295,1,0
1780278310332111626,read,node,170295,1,0
1780278310332114770,read,node,170295,1,0
1780278310332129488,futex,node,170295,1,0
1780278310332133956,futex,node,170295,1,0
